potential_V,current_A
-0.2,2.3433603330166126e-08
-0.19597989949748745,2.025654248275367e-09
-0.1919597989949749,1.2188254457894913e-08
-0.1879396984924623,-2.012473512462073e-08
-0.18391959798994975,-7.766939043108548e-10
-0.1798994974874372,2.5097096093103338e-09
-0.17587939698492464,6.585399915024384e-09
-0.17185929648241208,-1.996781319000132e-08
-0.1678391959798995,-8.20088686480071e-08
-0.16381909547738693,-5.764827130154592e-08
-0.15979899497487438,1.030066696275811e-07
-0.15577889447236182,-4.255366711583166e-08
-0.15175879396984926,-4.6607551176369315e-08
-0.1477386934673367,6.137573102835063e-08
-0.14371859296482414,-3.532524998317916e-09
-0.13969849246231156,-3.080567764389991e-08
-0.135678391959799,-3.252177329820274e-08
-0.13165829145728644,1.4230845408596353e-07
-0.12763819095477386,-3.1080679898877974e-08
-0.12361809045226131,-4.725654902463687e-08
-0.11959798994974874,3.8498201336271206e-08
-0.11557788944723618,-3.473784603424017e-08
-0.11155778894472362,4.1020115342149774e-08
-0.10753768844221105,-1.4138873416877662e-08
-0.1035175879396985,-7.81948803403128e-09
-0.09949748743718594,2.256198045903778e-08
-0.09547738693467336,9.431568816869759e-08
-0.0914572864321608,7.924385703964588e-09
-0.08743718592964825,-2.944183993100389e-09
-0.08341708542713568,1.6475504685784796e-08
-0.07939698492462312,-6.311921623071098e-08
-0.07537688442211055,-3.579289614846622e-08
-0.07135678391959799,-6.063014184192985e-08
-0.06733668341708543,1.001447516348757e-08
-0.06331658291457287,-4.452363530677805e-08
-0.059296482412060286,5.109544448460407e-08
-0.05527638190954773,-3.6787776865879026e-08
-0.05125628140703517,3.8035831553278056e-08
-0.04723618090452261,2.5429052303533074e-08
-0.043216080402010054,-4.587458456855305e-08
-0.03919597989949747,-5.8141408463266746e-08
-0.03517587939698491,5.750632254247607e-08
-0.031155778894472352,8.283673539923816e-08
-0.027135678391959794,6.462709589688282e-10
-0.023115577889447236,-5.4545729166459895e-08
-0.01909547738693468,2.6579187286948266e-08
-0.015075376884422093,-3.123465630814164e-08
-0.011055276381909535,-2.736480840841545e-08
-0.0070351758793969765,3.734879484903498e-08
-0.0030150753768844185,3.6152487991577675e-09
0.0010050251256281395,-6.874084393770211e-09
0.005025125628140725,-9.378285900814337e-08
0.009045226130653283,-1.6528851681893634e-07
0.013065326633165841,-4.347993980728817e-08
0.0170854271356784,-6.519578880428537e-08
0.021105527638190957,-1.3257719786650556e-07
0.025125628140703515,-8.330544445436678e-08
0.0291457286432161,-2.0039419507515295e-07
0.03316582914572866,-1.600029781546186e-07
0.03718592964824122,-2.0202817518315718e-07
0.041206030150753775,-2.730336164723887e-07
0.04522613065326633,-1.8225008020711775e-07
0.04924623115577892,-3.4878502928422885e-07
0.05326633165829148,-4.667748953503869e-07
0.057286432160804035,-4.979790448896834e-07
0.06130653266331659,-5.972211704741013e-07
0.06532663316582915,-7.18176819437255e-07
0.06934673366834171,-8.273573292333446e-07
0.07336683417085427,-8.830463495174867e-07
0.07738693467336683,-1.015260116438277e-06
0.08140703517587944,-1.011182033478962e-06
0.085427135678392,-1.2639012106907956e-06
0.08944723618090455,-1.3893081088605496e-06
0.09346733668341711,-1.5472372414434136e-06
0.09748743718592967,-1.5065944183537366e-06
0.10150753768844223,-1.7383557382734556e-06
0.10552763819095479,-1.8875841794792113e-06
0.10954773869346734,-1.936261808771064e-06
0.1135678391959799,-2.2266072573858624e-06
0.11758793969849246,-2.290423513228761e-06
0.12160804020100507,-2.294509879658153e-06
0.12562814070351763,-2.423901760128695e-06
0.1296482412060302,-2.525782928333759e-06
0.13366834170854275,-2.5909017108942666e-06
0.1376884422110553,-2.6973685696748418e-06
0.14170854271356786,-2.7497902579970273e-06
0.14572864321608042,-2.7378447961902044e-06
0.14974874371859298,-2.7660016376589194e-06
0.15376884422110554,-2.602336223364826e-06
0.1577889447236181,-2.604405365188732e-06
0.16180904522613065,-2.5818700742013883e-06
0.16582914572864327,-2.434923924433019e-06
0.16984924623115583,-2.3447196423933766e-06
0.17386934673366838,-2.2672127499833676e-06
0.17788944723618094,-1.9881622011922937e-06
0.1819095477386935,-1.8944877751636335e-06
0.18592964824120606,-1.6255451969021646e-06
0.18994974874371862,-1.3000017069584016e-06
0.19396984924623117,-1.1941454671648608e-06
0.19798994974874373,-8.639771444566783e-07
0.2020100502512563,-7.301995358498022e-07
0.20603015075376885,-4.548759019428028e-07
0.21005025125628146,-1.3701447849588358e-07
0.21407035175879402,1.1572741736842265e-07
0.21809045226130658,3.522089434476234e-07
0.22211055276381914,6.292365909221196e-07
0.2261306532663317,8.444540455262745e-07
0.23015075376884425,1.1239130475976596e-06
0.2341708542713568,1.4721986847709297e-06
0.23819095477386937,1.679234202410912e-06
0.24221105527638193,1.883265393501179e-06
0.24623115577889448,2.0688295892788908e-06
0.25025125628140704,2.2871585832466824e-06
0.25427135678391966,2.4584411243196585e-06
0.2582914572864322,2.6008580480487995e-06
0.26231155778894477,2.7609468362203545e-06
0.26633165829145733,2.870625739115679e-06
0.2703517587939699,3.0142930229588836e-06
0.27437185929648245,3.0987158918521954e-06
0.278391959798995,3.068432836703394e-06
0.28241206030150756,3.17274251089902e-06
0.2864321608040201,3.0190474704153187e-06
0.2904522613065327,3.0273132039919026e-06
0.2944723618090453,3.0535893917961542e-06
0.29849246231155785,2.9457668083423916e-06
0.3025125628140704,2.795601897604512e-06
0.30653266331658297,2.7588488803758277e-06
0.3105527638190955,2.6337749110436534e-06
0.3145728643216081,2.483568150542192e-06
0.31859296482412064,2.3843329477620158e-06
0.3226130653266332,2.24432927676657e-06
0.32663316582914576,2.0214194769803226e-06
0.3306532663316583,1.916025934209314e-06
0.33467336683417087,1.7395508760264896e-06
0.33869346733668343,1.6379255735007012e-06
0.342713567839196,1.4457757344547602e-06
0.34673366834170855,1.2971510822856052e-06
0.3507537688442211,1.2022705821716575e-06
0.35477386934673366,1.1205304808342473e-06
0.35879396984924633,8.854211665703784e-07
0.3628140703517589,7.353110477990797e-07
0.36683417085427145,7.258349574621712e-07
0.370854271356784,6.014386249306654e-07
0.37487437185929656,4.7278259527026314e-07
0.3788944723618091,3.9326026449445873e-07
0.3829145728643217,3.791551240180603e-07
0.38693467336683424,2.819634009169989e-07
0.3909547738693468,3.304751413594887e-07
0.39497487437185935,2.9484217656571776e-07
0.3989949748743719,2.1225571913702307e-07
0.40301507537688447,1.9889471055757893e-07
0.407035175879397,2.0155328444269696e-07
0.4110552763819096,1.8146820823948444e-07
0.41507537688442214,1.8793902518972377e-07
0.4190954773869347,8.031878380940387e-08
0.42311557788944726,3.344441501226436e-08
0.4271356783919598,5.4913195432357886e-08
0.4311557788944724,-5.6775754365083574e-09
0.43517587939698493,8.677778179511114e-08
0.4391959798994975,1.7145651660692261e-09
0.44321608040201016,4.820184673987151e-08
0.4472361809045227,1.1675406236020677e-08
0.4512562814070353,2.3935438031867986e-08
0.45527638190954783,-5.980751946171416e-08
0.4592964824120604,2.0375281714430286e-08
0.46331658291457295,2.6541146691085092e-08
0.4673366834170855,2.4323974530989584e-08
0.47135678391959807,-5.701972391260717e-08
0.4753768844221106,2.9419793636062668e-08
0.4793969849246232,3.549890419655739e-09
0.48341708542713574,1.0997891529624357e-08
0.4874371859296483,-4.994243936652451e-08
0.49145728643216086,-2.50585383978536e-08
0.4954773869346734,-7.378339849584926e-08
0.49949748743718597,9.23728309634848e-08
0.5035175879396985,4.6153526015201894e-09
